Print_Key,Historic_District_Name
79.72-3-7,University Heights - Summit Park
79.71-4-14,University Heights - Summit Park
79.72-3-6,University Heights - Summit Park
79.71-4-15,University Heights - Summit Park
79.72-3-5,University Heights - Summit Park
79.71-4-16,University Heights - Summit Park
79.72-3-4,University Heights - Summit Park
79.72-3-3,University Heights - Summit Park
79.72-3-2,University Heights - Summit Park
79.71-8-26,University Heights - Summit Park
79.72-3-1,University Heights - Summit Park
79.71-8-27,University Heights - Summit Park
79.71-8-28,University Heights - Summit Park
79.71-8-29,University Heights - Summit Park
79.72-6-17,University Heights - Summit Park
79.71-8-30,University Heights - Summit Park
79.72-6-16,University Heights - Summit Park
79.71-8-31,University Heights - Summit Park
79.72-6-15,University Heights - Summit Park
79.71-8-32,University Heights - Summit Park
79.72-6-14,University Heights - Summit Park
79.71-8-33,University Heights - Summit Park
79.72-6-13,University Heights - Summit Park
79.71-8-34,University Heights - Summit Park
79.72-6-12,University Heights - Summit Park
79.71-8-35,University Heights - Summit Park
79.72-6-11,University Heights - Summit Park
79.71-8-36,University Heights - Summit Park
79.72-6-10,University Heights - Summit Park
79.71-8-37,University Heights - Summit Park
79.72-6-9,University Heights - Summit Park
79.71-8-38,University Heights - Summit Park
79.72-6-8,University Heights - Summit Park
79.71-8-39,University Heights - Summit Park
79.72-6-7,University Heights - Summit Park
79.71-8-40,University Heights - Summit Park
79.72-6-6,University Heights - Summit Park
79.71-8-41,University Heights - Summit Park
79.72-6-5,University Heights - Summit Park
79.71-8-42,University Heights - Summit Park
79.72-6-4,University Heights - Summit Park
79.71-8-43,University Heights - Summit Park
79.72-6-3,University Heights - Summit Park
79.71-8-44,University Heights - Summit Park
79.72-6-2,University Heights - Summit Park
79.71-8-45,University Heights - Summit Park
79.72-6-1,University Heights - Summit Park
79.71-8-46,University Heights - Summit Park
79.71-4-8,University Heights - Summit Park
79.71-8-47,University Heights - Summit Park
79.71-4-7,University Heights - Summit Park
79.71-8-48,University Heights - Summit Park
79.71-4-6,University Heights - Summit Park
79.71-8-49,University Heights - Summit Park
79.71-4-5,University Heights - Summit Park
79.71-8-50,University Heights - Summit Park
79.71-4-4,University Heights - Summit Park
79.71-8-51,University Heights - Summit Park
79.71-4-3,University Heights - Summit Park
79.71-4-2,University Heights - Summit Park
79.71-4-1,University Heights - Summit Park
79.72-2-28,University Heights - Summit Park
79.72-2-29,University Heights - Summit Park
79.71-8-52,University Heights - Summit Park
79.72-2-30,University Heights - Summit Park
79.71-8-25,University Heights - Summit Park
79.72-2-31,University Heights - Summit Park
79.71-8-24,University Heights - Summit Park
79.72-2-32,University Heights - Summit Park
79.71-8-23,University Heights - Summit Park
79.71-9-5,University Heights - Summit Park
79.72-2-33,University Heights - Summit Park
79.71-8-22,University Heights - Summit Park
79.72-2-34,University Heights - Summit Park
79.71-8-21,University Heights - Summit Park
79.72-2-35,University Heights - Summit Park
79.71-8-20,University Heights - Summit Park
79.71-9-6,University Heights - Summit Park
79.72-2-36,University Heights - Summit Park
79.71-8-19,University Heights - Summit Park
79.72-2-37,University Heights - Summit Park
79.71-8-18,University Heights - Summit Park
79.72-2-38,University Heights - Summit Park
79.71-8-17,University Heights - Summit Park
79.72-2-39,University Heights - Summit Park
79.71-9-7,University Heights - Summit Park
79.71-8-16,University Heights - Summit Park
79.72-2-40,University Heights - Summit Park
79.71-8-15,University Heights - Summit Park
79.72-2-41,University Heights - Summit Park
79.71-8-14,University Heights - Summit Park
79.72-2-42,University Heights - Summit Park
79.71-9-8,University Heights - Summit Park
79.71-8-13,University Heights - Summit Park
79.72-2-43,University Heights - Summit Park
79.71-8-12,University Heights - Summit Park
79.72-2-44,University Heights - Summit Park
79.71-8-11,University Heights - Summit Park
79.72-2-45,University Heights - Summit Park
79.71-8-10,University Heights - Summit Park
79.71-9-9,University Heights - Summit Park
79.72-2-46,University Heights - Summit Park
79.71-8-9,University Heights - Summit Park
79.72-2-47,University Heights - Summit Park
79.71-8-8,University Heights - Summit Park
79.71-8-7,University Heights - Summit Park
79.71-8-6,University Heights - Summit Park
79.72-1-20,University Heights - Summit Park
79.71-8-5,University Heights - Summit Park
79.72-1-21,University Heights - Summit Park
79.71-8-4,University Heights - Summit Park
79.72-1-22,University Heights - Summit Park
79.70-1-19,University Heights - Summit Park
79.71-8-3,University Heights - Summit Park
79.72-1-23,University Heights - Summit Park
79.72-2-25,University Heights - Summit Park
79.71-8-2,University Heights - Summit Park
79.72-1-24,University Heights - Summit Park
79.72-2-24,University Heights - Summit Park
79.71-8-1,University Heights - Summit Park
79.72-1-25,University Heights - Summit Park
79.72-2-23,University Heights - Summit Park
79.70-1-20,University Heights - Summit Park
79.72-1-26,University Heights - Summit Park
79.72-2-22,University Heights - Summit Park
79.72-2-21,University Heights - Summit Park
79.72-1-27,University Heights - Summit Park
79.72-2-20,University Heights - Summit Park
79.72-1-28,University Heights - Summit Park
79.70-1-21,University Heights - Summit Park
79.72-2-19,University Heights - Summit Park
79.72-1-29,University Heights - Summit Park
79.72-2-18,University Heights - Summit Park
79.72-1-30,University Heights - Summit Park
79.72-2-17,University Heights - Summit Park
79.72-1-31,University Heights - Summit Park
79.72-2-16,University Heights - Summit Park
79.71-9-4,University Heights - Summit Park
79.70-1-22,University Heights - Summit Park
79.72-1-32,University Heights - Summit Park
79.72-2-15,University Heights - Summit Park
79.72-2-14,University Heights - Summit Park
79.72-1-33,University Heights - Summit Park
79.72-2-13,University Heights - Summit Park
79.72-1-34,University Heights - Summit Park
79.71-9-3,University Heights - Summit Park
79.72-2-12,University Heights - Summit Park
79.70-1-23,University Heights - Summit Park
79.72-1-35,University Heights - Summit Park
79.72-2-11,University Heights - Summit Park
79.72-1-36,University Heights - Summit Park
79.72-2-10,University Heights - Summit Park
79.72-1-37,University Heights - Summit Park
79.72-2-9,University Heights - Summit Park
79.71-9-2,University Heights - Summit Park
79.72-2-8,University Heights - Summit Park
79.71-3-10,University Heights - Summit Park
79.70-1-24.12,University Heights - Summit Park
79.71-3-11,University Heights - Summit Park
79.72-2-7,University Heights - Summit Park
79.72-2-6,University Heights - Summit Park
79.71-3-12,University Heights - Summit Park
79.71-9-1,University Heights - Summit Park
79.72-2-5,University Heights - Summit Park
79.71-3-13,University Heights - Summit Park
79.70-1-24.11,University Heights - Summit Park
79.72-2-4,University Heights - Summit Park
79.71-3-14,University Heights - Summit Park
79.72-2-3,University Heights - Summit Park
79.71-3-15,University Heights - Summit Park
79.72-2-2,University Heights - Summit Park
79.70-1-18,University Heights - Summit Park
79.72-2-1,University Heights - Summit Park
79.70-1-26,University Heights - Summit Park
79.71-3-16,University Heights - Summit Park
79.70-1-17,University Heights - Summit Park
79.72-1-19,University Heights - Summit Park
79.71-2-18,University Heights - Summit Park
79.72-1-18,University Heights - Summit Park
79.70-1-27,University Heights - Summit Park
79.71-2-19,University Heights - Summit Park
79.72-1-17,University Heights - Summit Park
79.64-4-26,University Heights - Summit Park
79.71-2-20,University Heights - Summit Park
79.72-1-16,University Heights - Summit Park
79.70-1-16,University Heights - Summit Park
79.71-2-21,University Heights - Summit Park
79.72-1-15,University Heights - Summit Park
79.70-1-28,University Heights - Summit Park
79.72-1-14,University Heights - Summit Park
79.71-2-22,University Heights - Summit Park
79.72-1-13,University Heights - Summit Park
79.71-2-23,University Heights - Summit Park
79.72-1-12,University Heights - Summit Park
79.70-1-15,University Heights - Summit Park
79.71-2-24,University Heights - Summit Park
79.72-1-11,University Heights - Summit Park
79.70-1-29,University Heights - Summit Park
79.71-2-25,University Heights - Summit Park
79.72-1-10,University Heights - Summit Park
79.71-2-26,University Heights - Summit Park
79.72-1-9,University Heights - Summit Park
79.70-1-14,University Heights - Summit Park
79.71-2-27,University Heights - Summit Park
79.72-1-8,University Heights - Summit Park
79.72-1-7,University Heights - Summit Park
79.71-2-28,University Heights - Summit Park
79.70-1-30,University Heights - Summit Park
79.72-1-6,University Heights - Summit Park
79.71-2-29,University Heights - Summit Park
79.70-1-13,University Heights - Summit Park
79.72-1-5,University Heights - Summit Park
79.71-2-30,University Heights - Summit Park
79.72-1-4,University Heights - Summit Park
79.71-2-31,University Heights - Summit Park
79.70-1-31,University Heights - Summit Park
79.72-1-3,University Heights - Summit Park
79.71-2-32,University Heights - Summit Park
79.72-1-2,University Heights - Summit Park
79.64-4-27,University Heights - Summit Park
79.70-1-12,University Heights - Summit Park
79.64-4-28,University Heights - Summit Park
79.72-1-1,University Heights - Summit Park
79.71-2-33,University Heights - Summit Park
79.64-4-29,University Heights - Summit Park
79.71-3-9,University Heights - Summit Park
79.70-1-32,University Heights - Summit Park
79.64-4-31,University Heights - Summit Park
79.70-1-37,University Heights - Summit Park
79.71-3-8,University Heights - Summit Park
79.64-4-30,University Heights - Summit Park
79.70-1-11,University Heights - Summit Park
79.71-3-7,University Heights - Summit Park
79.64-4-32,University Heights - Summit Park
79.71-3-6,University Heights - Summit Park
79.64-4-33,University Heights - Summit Park
79.70-1-33,University Heights - Summit Park
79.71-3-5,University Heights - Summit Park
79.64-4-34,University Heights - Summit Park
79.70-1-10,University Heights - Summit Park
79.71-3-4,University Heights - Summit Park
79.64-4-35,University Heights - Summit Park
79.71-3-3,University Heights - Summit Park
79.64-4-36,University Heights - Summit Park
79.71-3-2,University Heights - Summit Park
79.70-1-34,University Heights - Summit Park
79.64-4-37,University Heights - Summit Park
79.70-1-9,University Heights - Summit Park
79.71-3-1,University Heights - Summit Park
79.64-4-38,University Heights - Summit Park
79.64-4-39,University Heights - Summit Park
79.70-1-36,University Heights - Summit Park
79.70-1-35,University Heights - Summit Park
79.64-4-40,University Heights - Summit Park
79.64-4-41,University Heights - Summit Park
79.71-2-17,University Heights - Summit Park
79.64-4-42,University Heights - Summit Park
79.71-2-16,University Heights - Summit Park
79.70-1-8,University Heights - Summit Park
79.64-4-43,University Heights - Summit Park
79.71-2-15,University Heights - Summit Park
79.64-4-44,University Heights - Summit Park
79.71-1-6,University Heights - Summit Park
79.71-2-14,University Heights - Summit Park
79.64-4-45,University Heights - Summit Park
79.71-2-13,University Heights - Summit Park
79.64-4-46,University Heights - Summit Park
79.71-2-12,University Heights - Summit Park
79.64-4-47,University Heights - Summit Park
79.71-1-7,University Heights - Summit Park
79.71-2-11,University Heights - Summit Park
79.64-4-48,University Heights - Summit Park
79.70-1-7,University Heights - Summit Park
79.64-4-49,University Heights - Summit Park
79.71-2-10,University Heights - Summit Park
79.64-4-50,University Heights - Summit Park
79.71-2-9,University Heights - Summit Park
79.71-1-8,University Heights - Summit Park
79.71-2-8,University Heights - Summit Park
79.64-4-51,University Heights - Summit Park
79.70-1-6,University Heights - Summit Park
79.71-2-7,University Heights - Summit Park
79.71-1-9,University Heights - Summit Park
79.71-2-6,University Heights - Summit Park
79.64-5-17,University Heights - Summit Park
79.71-2-5,University Heights - Summit Park
79.64-5-18,University Heights - Summit Park
79.70-1-5,University Heights - Summit Park
79.64-5-19,University Heights - Summit Park
79.71-2-4,University Heights - Summit Park
79.62-4-16,University Heights - Summit Park
79.64-5-20,University Heights - Summit Park
79.71-2-3,University Heights - Summit Park
79.64-5-21,University Heights - Summit Park
79.71-2-2,University Heights - Summit Park
79.70-1-4,University Heights - Summit Park
79.64-5-22,University Heights - Summit Park
79.71-1-5,University Heights - Summit Park
79.62-4-17,University Heights - Summit Park
79.64-5-23,University Heights - Summit Park
79.70-1-38,University Heights - Summit Park
79.64-5-24,University Heights - Summit Park
79.64-5-25,University Heights - Summit Park
79.70-1-3,University Heights - Summit Park
79.62-4-18,University Heights - Summit Park
79.64-5-26,University Heights - Summit Park
79.64-5-27,University Heights - Summit Park
79.64-5-28,University Heights - Summit Park
79.62-4-19,University Heights - Summit Park
79.70-1-2,University Heights - Summit Park
79.64-4-23,University Heights - Summit Park
79.64-5-29,University Heights - Summit Park
79.64-4-24.11,University Heights - Summit Park
79.64-5-30,University Heights - Summit Park
79.64-4-22,University Heights - Summit Park
79.64-5-31,University Heights - Summit Park
79.64-4-21,University Heights - Summit Park
79.62-4-20,University Heights - Summit Park
79.64-4-20,University Heights - Summit Park
79.64-5-32,University Heights - Summit Park
79.64-4-19,University Heights - Summit Park
79.64-5-33,University Heights - Summit Park
79.64-4-18,University Heights - Summit Park
79.70-1-1,University Heights - Summit Park
79.64-5-34,University Heights - Summit Park
79.64-4-17,University Heights - Summit Park
79.62-4-21,University Heights - Summit Park
79.64-5-35,University Heights - Summit Park
79.64-4-16,University Heights - Summit Park
79.64-4-15,University Heights - Summit Park
79.63-4-10,University Heights - Summit Park
79.64-4-14,University Heights - Summit Park
79.63-4-11,University Heights - Summit Park
79.64-4-13,University Heights - Summit Park
79.71-2-1,University Heights - Summit Park
79.62-4-22,University Heights - Summit Park
79.63-4-12,University Heights - Summit Park
79.64-4-12,University Heights - Summit Park
79.63-4-13,University Heights - Summit Park
79.64-4-11,University Heights - Summit Park
79.63-4-14,University Heights - Summit Park
79.64-4-10,University Heights - Summit Park
79.63-4-15,University Heights - Summit Park
79.62-4-23,University Heights - Summit Park
79.64-4-9,University Heights - Summit Park
79.64-4-8,University Heights - Summit Park
79.63-4-16,University Heights - Summit Park
79.64-4-7,University Heights - Summit Park
79.63-4-17,University Heights - Summit Park
79.64-4-6,University Heights - Summit Park
79.63-4-18,University Heights - Summit Park
79.71-1-4,University Heights - Summit Park
79.62-4-24,University Heights - Summit Park
79.64-4-5,University Heights - Summit Park
79.64-4-4,University Heights - Summit Park
79.63-4-19,University Heights - Summit Park
79.64-4-3,University Heights - Summit Park
79.71-1-3,University Heights - Summit Park
79.64-4-2,University Heights - Summit Park
79.62-4-25,University Heights - Summit Park
79.64-4-1,University Heights - Summit Park
79.63-5-22,University Heights - Summit Park
79.71-1-2,University Heights - Summit Park
79.64-5-16,University Heights - Summit Park
79.63-5-23,University Heights - Summit Park
79.62-4-26,University Heights - Summit Park
79.64-5-15,University Heights - Summit Park
79.63-5-24,University Heights - Summit Park
79.64-5-14,University Heights - Summit Park
79.71-1-1,University Heights - Summit Park
79.63-5-25,University Heights - Summit Park
79.64-5-13,University Heights - Summit Park
79.64-5-12,University Heights - Summit Park
79.63-5-26,University Heights - Summit Park
79.64-5-11,University Heights - Summit Park
79.63-5-27,University Heights - Summit Park
79.62-4-27,University Heights - Summit Park
79.62-4-15,University Heights - Summit Park
79.64-5-10,University Heights - Summit Park
79.63-5-28,University Heights - Summit Park
79.64-5-9,University Heights - Summit Park
79.63-5-29,University Heights - Summit Park
79.64-5-8,University Heights - Summit Park
79.62-4-28,University Heights - Summit Park
79.62-4-14,University Heights - Summit Park
79.64-5-7,University Heights - Summit Park
79.63-5-30,University Heights - Summit Park
79.64-5-6,University Heights - Summit Park
79.63-5-31,University Heights - Summit Park
79.64-5-5,University Heights - Summit Park
79.63-5-32,University Heights - Summit Park
79.62-4-13,University Heights - Summit Park
79.64-5-4,University Heights - Summit Park
79.62-4-29,University Heights - Summit Park
79.64-5-3,University Heights - Summit Park
79.63-5-33,University Heights - Summit Park
79.64-5-2,University Heights - Summit Park
79.63-5-34,University Heights - Summit Park
79.62-4-12,University Heights - Summit Park
79.64-5-1,University Heights - Summit Park
79.62-4-30,University Heights - Summit Park
79.63-5-35,University Heights - Summit Park
79.63-4-9,University Heights - Summit Park
79.63-4-8,University Heights - Summit Park
79.63-5-36,University Heights - Summit Park
79.63-5-45,University Heights - Summit Park
79.62-4-11,University Heights - Summit Park
79.63-4-7,University Heights - Summit Park
79.63-5-37,University Heights - Summit Park
79.63-4-6,University Heights - Summit Park
79.63-4-5,University Heights - Summit Park
79.63-5-38,University Heights - Summit Park
79.62-4-10,University Heights - Summit Park
79.63-4-4,University Heights - Summit Park
79.63-5-39,University Heights - Summit Park
79.63-4-3,University Heights - Summit Park
79.63-4-2,University Heights - Summit Park
79.62-4-9,University Heights - Summit Park
79.62-4-31,University Heights - Summit Park
79.63-5-40,University Heights - Summit Park
79.63-4-1,University Heights - Summit Park
79.63-5-41,University Heights - Summit Park
79.62-4-8,University Heights - Summit Park
79.62-4-32,University Heights - Summit Park
79.62-4-33,University Heights - Summit Park
79.63-5-42,University Heights - Summit Park
79.62-4-7,University Heights - Summit Park
79.63-5-43,University Heights - Summit Park
79.63-5-21,University Heights - Summit Park
79.62-4-6,University Heights - Summit Park
79.63-5-44,University Heights - Summit Park
79.63-5-20,University Heights - Summit Park
79.62-4-5,University Heights - Summit Park
79.63-5-46,University Heights - Summit Park
79.63-5-19,University Heights - Summit Park
79.64-3-23,University Heights - Summit Park
79.64-3-24,University Heights - Summit Park
79.62-4-4,University Heights - Summit Park
79.64-3-25,University Heights - Summit Park
79.63-5-18,University Heights - Summit Park
79.64-3-26,University Heights - Summit Park
79.64-3-27,University Heights - Summit Park
79.64-3-28,University Heights - Summit Park
79.62-4-3,University Heights - Summit Park
79.63-5-17,University Heights - Summit Park
79.64-3-29,University Heights - Summit Park
79.64-3-30,University Heights - Summit Park
79.64-3-31,University Heights - Summit Park
79.62-3-20,University Heights - Summit Park
79.64-3-32,University Heights - Summit Park
79.63-5-16,University Heights - Summit Park
79.64-3-33,University Heights - Summit Park
79.62-4-2,University Heights - Summit Park
79.64-3-34,University Heights - Summit Park
79.64-3-35,University Heights - Summit Park
79.64-3-36,University Heights - Summit Park
79.63-5-15,University Heights - Summit Park
79.62-3-21,University Heights - Summit Park
79.64-3-37,University Heights - Summit Park
79.64-3-38,University Heights - Summit Park
79.62-4-1,University Heights - Summit Park
79.64-3-39,University Heights - Summit Park
79.64-3-40,University Heights - Summit Park
79.63-5-14,University Heights - Summit Park
79.64-3-41,University Heights - Summit Park
79.62-3-22,University Heights - Summit Park
79.64-3-42,University Heights - Summit Park
79.64-3-43,University Heights - Summit Park
79.64-3-44,University Heights - Summit Park
79.63-5-13,University Heights - Summit Park
79.62-3-23,University Heights - Summit Park
79.64-2-17,University Heights - Summit Park
79.64-2-18,University Heights - Summit Park
79.63-5-12,University Heights - Summit Park
79.64-2-19,University Heights - Summit Park
79.62-3-24,University Heights - Summit Park
79.64-2-20,University Heights - Summit Park
79.64-2-21,University Heights - Summit Park
79.64-2-22,University Heights - Summit Park
79.63-5-11,University Heights - Summit Park
79.64-2-23,University Heights - Summit Park
79.64-2-24,University Heights - Summit Park
79.62-3-25,University Heights - Summit Park
79.64-2-25,University Heights - Summit Park
79.64-2-26,University Heights - Summit Park
79.63-5-10,University Heights - Summit Park
79.64-2-27,University Heights - Summit Park
79.64-2-28,University Heights - Summit Park
79.62-3-26,University Heights - Summit Park
79.64-2-29,University Heights - Summit Park
79.64-2-30,University Heights - Summit Park
79.63-5-9,University Heights - Summit Park
79.64-2-31,University Heights - Summit Park
79.64-2-32,University Heights - Summit Park
79.63-3-9,University Heights - Summit Park
79.62-3-27,University Heights - Summit Park
79.63-3-10,University Heights - Summit Park
79.63-5-8,University Heights - Summit Park
79.63-3-11,University Heights - Summit Park
79.63-3-12,University Heights - Summit Park
79.63-3-13,University Heights - Summit Park
79.62-3-28,University Heights - Summit Park
79.63-5-7,University Heights - Summit Park
79.63-3-14,University Heights - Summit Park
79.63-3-15,University Heights - Summit Park
79.63-3-16,University Heights - Summit Park
79.62-3-29,University Heights - Summit Park
79.63-5-6,University Heights - Summit Park
79.63-3-17,University Heights - Summit Park
79.63-5-5,University Heights - Summit Park
79.62-3-30,University Heights - Summit Park
79.63-5-4,University Heights - Summit Park
79.62-3-31,University Heights - Summit Park
79.62-3-36,University Heights - Summit Park
79.63-5-3,University Heights - Summit Park
79.62-3-32,University Heights - Summit Park
79.64-3-20,University Heights - Summit Park
79.64-3-19,University Heights - Summit Park
79.64-3-18,University Heights - Summit Park
79.63-6-25,University Heights - Summit Park
79.64-3-17,University Heights - Summit Park
79.64-3-16,University Heights - Summit Park
79.63-5-2,University Heights - Summit Park
79.64-3-15,University Heights - Summit Park
79.64-3-14,University Heights - Summit Park
79.64-3-13,University Heights - Summit Park
79.64-3-12,University Heights - Summit Park
79.62-3-33,University Heights - Summit Park
79.64-3-11,University Heights - Summit Park
79.64-3-10,University Heights - Summit Park
79.64-3-9,University Heights - Summit Park
79.63-5-1,University Heights - Summit Park
79.64-3-8,University Heights - Summit Park
79.64-3-7,University Heights - Summit Park
79.64-3-6,University Heights - Summit Park
79.64-3-5,University Heights - Summit Park
79.64-3-4,University Heights - Summit Park
79.62-3-34,University Heights - Summit Park
79.64-3-3,University Heights - Summit Park
79.63-6-26,University Heights - Summit Park
79.64-3-2,University Heights - Summit Park
79.64-3-1,University Heights - Summit Park
79.64-2-16,University Heights - Summit Park
79.64-2-15,University Heights - Summit Park
79.64-2-14,University Heights - Summit Park
79.62-3-35,University Heights - Summit Park
79.64-2-13,University Heights - Summit Park
79.64-2-12,University Heights - Summit Park
79.64-2-11,University Heights - Summit Park
79.64-2-10,University Heights - Summit Park
79.63-6-27,University Heights - Summit Park
79.64-2-9,University Heights - Summit Park
79.64-2-8,University Heights - Summit Park
79.62-3-19,University Heights - Summit Park
79.64-2-7,University Heights - Summit Park
79.64-2-6,University Heights - Summit Park
79.64-2-5,University Heights - Summit Park
79.64-2-4,University Heights - Summit Park
79.64-2-3,University Heights - Summit Park
79.64-2-2,University Heights - Summit Park
79.64-2-1,University Heights - Summit Park
79.63-3-8,University Heights - Summit Park
79.62-3-18,University Heights - Summit Park
79.63-6-28,University Heights - Summit Park
79.63-3-7,University Heights - Summit Park
79.63-3-6,University Heights - Summit Park
79.63-3-5,University Heights - Summit Park
79.63-3-4,University Heights - Summit Park
79.62-3-17,University Heights - Summit Park
79.63-3-3,University Heights - Summit Park
79.63-6-29,University Heights - Summit Park
79.63-3-2,University Heights - Summit Park
79.62-3-16,University Heights - Summit Park
79.63-3-1,University Heights - Summit Park
79.62-3-15,University Heights - Summit Park
79.63-6-30,University Heights - Summit Park
79.62-3-14,University Heights - Summit Park
79.63-6-31,University Heights - Summit Park
79.62-3-13,University Heights - Summit Park
79.62-3-12,University Heights - Summit Park
79.63-6-32,University Heights - Summit Park
79.62-3-11,University Heights - Summit Park
79.63-6-24,University Heights - Summit Park
79.62-3-10,University Heights - Summit Park
79.63-6-33,University Heights - Summit Park
79.62-3-9,University Heights - Summit Park
79.63-6-23,University Heights - Summit Park
79.62-3-8,University Heights - Summit Park
79.63-6-34,University Heights - Summit Park
79.62-3-7,University Heights - Summit Park
79.63-6-35,University Heights - Summit Park
79.63-6-22,University Heights - Summit Park
79.62-3-6,University Heights - Summit Park
79.63-6-37,University Heights - Summit Park
79.63-6-36,University Heights - Summit Park
79.63-6-38,University Heights - Summit Park
79.62-3-4,University Heights - Summit Park
79.63-6-21,University Heights - Summit Park
79.63-6-39,University Heights - Summit Park
79.62-3-3,University Heights - Summit Park
79.63-6-40,University Heights - Summit Park
79.62-3-1.1,University Heights - Summit Park
79.63-6-20,University Heights - Summit Park
79.64-1-11,University Heights - Summit Park
79.63-6-41,University Heights - Summit Park
79.64-1-10,University Heights - Summit Park
79.64-1-9,University Heights - Summit Park
79.64-1-8,University Heights - Summit Park
79.64-1-7,University Heights - Summit Park
79.64-1-6,University Heights - Summit Park
79.64-1-5,University Heights - Summit Park
79.64-1-4,University Heights - Summit Park
79.64-1-3,University Heights - Summit Park
79.64-1-2,University Heights - Summit Park
79.64-1-1,University Heights - Summit Park
79.63-2-22,University Heights - Summit Park
79.63-2-21,University Heights - Summit Park
79.63-2-20,University Heights - Summit Park
79.63-2-19,University Heights - Summit Park
79.63-2-18,University Heights - Summit Park
79.63-6-42,University Heights - Summit Park
79.63-2-17,University Heights - Summit Park
79.63-6-43,University Heights - Summit Park
79.63-6-19,University Heights - Summit Park
79.63-2-16,University Heights - Summit Park
79.63-6-44,University Heights - Summit Park
79.63-6-45,University Heights - Summit Park
79.63-6-18,University Heights - Summit Park
79.63-6-46,University Heights - Summit Park
79.63-6-47,University Heights - Summit Park
79.63-6-13,University Heights - Summit Park
79.63-6-48,University Heights - Summit Park
79.63-6-17,University Heights - Summit Park
79.63-6-12,University Heights - Summit Park
79.63-6-49,University Heights - Summit Park
79.63-6-11,University Heights - Summit Park
79.63-2-13,University Heights - Summit Park
79.63-6-10,University Heights - Summit Park
79.63-6-16,University Heights - Summit Park
79.62-2-9,University Heights - Summit Park
79.62-2-10,University Heights - Summit Park
79.63-6-9,University Heights - Summit Park
79.63-2-12,University Heights - Summit Park
79.63-6-8,University Heights - Summit Park
79.62-2-11,University Heights - Summit Park
79.63-6-15,University Heights - Summit Park
79.62-2-17,University Heights - Summit Park
79.63-6-7,University Heights - Summit Park
79.62-2-12,University Heights - Summit Park
79.62-2-18,University Heights - Summit Park
79.63-6-6,University Heights - Summit Park
79.62-2-13,University Heights - Summit Park
79.63-2-11,University Heights - Summit Park
79.62-2-19,University Heights - Summit Park
79.63-6-5,University Heights - Summit Park
79.62-2-14,University Heights - Summit Park
79.62-2-20,University Heights - Summit Park
79.62-2-21,University Heights - Summit Park
79.62-2-15,University Heights - Summit Park
79.63-6-4,University Heights - Summit Park
79.63-2-10,University Heights - Summit Park
79.62-2-16,University Heights - Summit Park
79.63-6-3,University Heights - Summit Park
79.63-6-14,University Heights - Summit Park
79.63-6-2,University Heights - Summit Park
79.63-2-9,University Heights - Summit Park
79.63-6-1,University Heights - Summit Park
79.62-2-8,University Heights - Summit Park
79.63-1-5,University Heights - Summit Park
79.63-1-6,University Heights - Summit Park
79.62-2-7,University Heights - Summit Park
79.63-1-4,University Heights - Summit Park
79.63-1-7,University Heights - Summit Park
79.62-2-6,University Heights - Summit Park
79.62-2-5,University Heights - Summit Park
79.63-1-3,University Heights - Summit Park
79.63-2-5,University Heights - Summit Park
79.63-1-8,University Heights - Summit Park
79.62-2-4,University Heights - Summit Park
79.63-1-2,University Heights - Summit Park
79.63-1-9,University Heights - Summit Park
79.62-2-3,University Heights - Summit Park
79.63-1-1,University Heights - Summit Park
79.63-2-4,University Heights - Summit Park
79.63-1-10,University Heights - Summit Park
79.62-2-2,University Heights - Summit Park
79.63-2-2,University Heights - Summit Park
79.63-1-11,University Heights - Summit Park
79.62-2-24,University Heights - Summit Park
79.55-5-18,University Heights - Summit Park
79.63-1-12,University Heights - Summit Park
79.63-2-1,University Heights - Summit Park
79.55-5-17,University Heights - Summit Park
79.63-1-13,University Heights - Summit Park
79.62-2-25,University Heights - Summit Park
79.55-4-23,University Heights - Summit Park
79.55-5-16,University Heights - Summit Park
79.55-5-19,University Heights - Summit Park
79.55-4-22,University Heights - Summit Park
79.55-5-15,University Heights - Summit Park
79.55-5-20,University Heights - Summit Park
79.55-4-21,University Heights - Summit Park
79.55-5-21,University Heights - Summit Park
79.55-5-14,University Heights - Summit Park
79.55-4-20,University Heights - Summit Park
79.55-5-22,University Heights - Summit Park
79.55-5-13,University Heights - Summit Park
79.55-4-19,University Heights - Summit Park
79.55-5-23,University Heights - Summit Park
79.55-5-12,University Heights - Summit Park
79.55-5-24,University Heights - Summit Park
79.55-4-18,University Heights - Summit Park
79.55-5-11,University Heights - Summit Park
79.55-5-4.11,University Heights - Summit Park
79.55-4-17,University Heights - Summit Park
79.55-5-10,University Heights - Summit Park
79.55-4-16,University Heights - Summit Park
79.55-5-9,University Heights - Summit Park
79.55-4-15,University Heights - Summit Park
79.55-5-8,University Heights - Summit Park
79.55-4-14,University Heights - Summit Park
79.55-5-7,University Heights - Summit Park
79.55-4-13,University Heights - Summit Park
79.55-4-12,University Heights - Summit Park
79.55-4-11,University Heights - Summit Park
79.55-4-10,University Heights - Summit Park
79.55-4-9,University Heights - Summit Park
79.55-4-8,University Heights - Summit Park
79.55-4-7,University Heights - Summit Park
79.10-1-1.111,University Heights - Summit Park
79.63-2-3,University Heights - Summit Park
79.62-3-5.1,University Heights - Summit Park
79.63-2-7.1,University Heights - Summit Park
79.63-2-8,University Heights - Summit Park
79.63-2-7.2,University Heights - Summit Park
